ID,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
9871,32.66,42.31,10.8,16.06,26.86,32.64,1.12,10.15,20.99,0.04,0.22,0
9872,38.05,50.06,11.61,18.12,29.73,31.08,1.16,9.78,21.53,0.04,0.36,0
9873,43.69,57.64,13.81,16.21,30.02,30.6,1.21,9.97,15.25,0.04,0.42,0
9874,33.18,43.18,11.79,16.49,28.28,28.84,1.2,9.32,17.25,0.03,0.31,0
9875,20.3,28.53,11.04,15.35,26.39,26.22,1.08,8.76,16.49,0.02,0.15,0
9876,25.52,37.46,9.89,15.81,25.7,26.58,1.17,10.05,23.05,0.04,0.27,0
9877,33.77,60.13,10.69,16.19,26.88,27.95,1.11,9.86,20.52,0.04,0.34,0
9878,26,34.04,11.83,16.04,27.87,28.33,1.03,9.67,20.58,0.03,0.38,0
9879,,34.95,15.72,18.42,31.9,27.8,1.05,9.47,16.45,0.02,0.2,0
9880,34.66,21.7,11.07,17.44,28.51,29.42,1.34,9.52,22.32,0.03,0.09,0
9881,40.3,45.39,9.82,16.03,25.85,29.97,1.44,10.44,25.51,0.05,0.15,0
9882,23.53,25.85,9.49,14.15,23.64,28.17,1.34,9.47,22.82,0.03,0.04,0
9883,18.46,23.48,9.72,14.24,23.95,26.82,1.28,9.1,21.57,0.03,0.1,0
9884,24.63,30.93,10.59,14.46,25.05,28.25,1.33,9.93,21.48,0.03,0.08,0
9885,28.19,45.47,11.46,14.71,26.17,31.24,1.32,9.12,21.14,0.03,0.02,0
9886,29.67,39.09,10.73,15.24,25.98,32.4,1.34,9.24,22.49,0.03,0.03,0
9887,22.93,30.85,9.28,14.95,24.24,32.32,1.36,9.29,22.83,0.04,0.05,0
9888,42.15,49.46,10.22,14.55,24.77,32.74,1.41,9.82,23.49,0.04,0,0
9889,33.16,46.87,8.47,13.11,21.58,29.66,1.3,8.54,25.3,0.02,0.01,0
9890,37.3,49.5,9.98,17.11,27.08,28,1.43,9.65,20.4,0.04,0,0
9891,36.5,47.87,11.01,14.28,25.28,29.73,1.4,9.56,18.9,0.04,0.02,0
9892,46.54,60.6,10.81,15.3,26.11,32.5,1.47,9.95,19.73,0.04,0.01,0
9893,30.42,46.23,10.59,14.59,25.18,33.14,1.4,9.48,19.32,0.03,0.02,0
9894,32.04,42.82,10.02,13.03,23.05,30.34,1.47,9.52,17.73,0.04,0.03,0
9895,17.83,24.72,9.45,11.43,20.87,28.32,1.42,8.84,18.86,0.03,0.06,0
9896,8.99,13.35,8.83,10.06,18.89,25.25,1.3,8.41,18.23,0.01,0.04,0
9897,16.17,22.18,9.35,10.12,19.47,25.99,1.4,8.92,17.98,0.02,0.14,0
9898,26.24,31,10.16,10.66,20.83,27.56,1.53,9.18,15.36,0.02,0.12,0
9899,28.94,36.56,11.31,10.68,21.99,26.66,1.59,10.32,11.49,0.05,0.04,0
9900,27.31,33.33,11.54,9.81,21.34,26.66,1.48,9.88,11.47,0.04,0.03,0
9901,13.02,21.58,9.39,7.31,16.71,26.76,1.3,9.44,21.12,0.02,0.02,0
9902,16.04,18.93,8.7,6.16,14.86,32.28,1.38,9.54,21.33,0.03,0,0
9903,17.98,22.41,8.89,5.97,14.85,31.14,1.32,8.38,18.33,0.02,0,0
9904,23.38,28.34,10.23,7.36,17.58,28.44,1.33,8.69,13.68,0.02,0,0
9905,30.14,36.58,9.75,8.29,18.03,26.29,1.37,8.93,17.27,0.02,0,0
9906,27.15,32.37,9.15,8.65,17.8,26.68,1.47,9.08,21.6,0.03,0.01,0
9907,18.39,21.44,8.54,6.9,15.44,26.69,1.32,8.27,23.87,0.02,0,0
9908,22.4,28.27,9.13,7.83,16.96,25.25,1.37,8.48,18.16,0.02,0,0
9909,34,39.77,10.97,8.4,19.37,23.99,1.46,8.93,15.78,0.01,0,0
9910,20.52,25.03,9.26,7.08,16.34,22.55,1.38,8.42,17.08,0.01,0,0
9911,25.72,30.68,10.2,8.11,18.32,22.26,1.45,8.95,17,0.02,0,0
9912,35.3,44.65,9.66,8.84,18.5,22.16,1.48,8.77,16.9,0.02,0.03,0
9913,26.08,38.26,9.18,7.94,17.12,21.85,1.48,8.83,15.24,0.02,0,0
9914,23.94,36.68,9.58,7.75,17.34,20.73,1.44,9.55,13.29,0.02,0,0
9915,24.59,36.39,8.89,7.15,16.04,21.57,1.45,9.78,14.73,0.01,0,0
9916,26.58,37.85,8.77,7.44,16.21,21.71,1.51,10.3,18.66,0.02,0,0
9917,12.12,17.22,8.32,6.65,14.97,19.4,1.38,8.85,17.4,0.01,0,0
9918,18.07,29.03,8.33,6.63,14.96,,1.44,9.4,20.4,0.01,0,0
9919,18.29,26.21,8.45,7.67,16.12,,1.58,9.69,24.99,0.02,0,0
9920,32.63,26.27,9.35,8.72,18.05,,1.51,9.98,19.63,0.02,0,0
9921,,,9.76,8.98,17.01,6.45,1.49,9.56,19.59,0.02,0,0
9922,,,8.99,8.4,15.46,,1.48,9.3,22.78,0.02,0,0
9923,18.46,32.25,8.12,9.6,17.71,1.47,1.53,8.8,19.41,0.02,0,0
9924,14.18,19.5,8.23,7.81,16.04,2.69,1.51,8.63,18.18,0.01,0,0
9925,10.99,16.31,7.94,9.74,17.69,2.13,1.6,8.24,17.71,0.01,0,0
9926,19.54,25.15,8.5,10.78,19.28,1.93,1.66,8.74,15.98,0.01,0,0
9927,20.2,34.12,9.33,10.91,20.25,2.09,1.65,9.41,13.42,0.02,0.12,0
9928,22.45,32.45,8.47,8.44,16.9,2.71,1.86,8.99,14.89,0.01,0.12,0
9929,16.71,26.91,7.72,5.04,12.64,3.73,1.73,8.26,15.78,0.02,0.2,0
9930,15.74,22.09,7.93,5.83,13.76,3.46,1.68,8.3,15.92,0.01,0.12,0
9931,10.25,14.91,7.28,3.29,10.14,4.32,1.52,7.53,16.01,0,0.02,0
9932,15.48,27.15,7.63,4.61,12.22,3.9,1.5,8.97,17.62,0.01,0.06,0
9933,19.25,26.54,8.49,7.04,15.52,3.31,1.48,8.47,13.55,0.01,0.07,0
9934,18.36,25.52,7.22,3.62,10.84,4.11,1.58,8.11,17.55,0.02,0.17,0
9935,18.33,24.32,7.65,4.4,12.05,4.01,1.56,8.41,18.33,0.01,0.17,0
9936,24.77,30.35,8.54,6.82,15.37,3.4,1.62,8.85,18.34,0.01,0.13,0
9937,30.56,38.2,9.2,6.43,15.62,3.7,1.63,9,17.11,0.01,0.09,0
9938,17.2,21.19,8.85,4.44,13.2,4.38,1.51,8.72,15.53,0.01,0.03,0
9939,23.29,28.7,7.79,3.11,10.87,4.64,1.59,8.86,17.23,0.01,0.17,0
9940,24.66,30.55,7.77,3.2,10.97,4.6,1.61,8.65,19,0.01,0.16,0
9941,21.46,30.93,8.13,3.78,11.9,4.5,1.64,9.03,19.51,0.01,0.17,0
9942,15.12,17.74,9.56,7.26,14.73,3.9,1.6,8.56,19.64,0.02,0.13,0
9943,28.17,92.79,7.45,12.36,19.81,1.87,1.63,9.17,20.65,0.02,0.14,0
9944,32.52,32.53,8.68,12.85,21.53,1.81,1.39,9.46,19.73,0.02,0.11,0
9945,23.5,28.44,7.28,9.9,17.18,2.59,1.42,9.57,22.24,0.02,0.06,0
9946,24.67,35.74,9.6,12.88,22.47,2.7,1.43,10.44,18.83,0.01,0.2,0
9947,29.16,34.32,12.17,16.04,28.21,1.7,1.47,10.75,17.68,0.01,0.18,0
9948,32.48,39.58,8.74,10.18,18.91,2.73,1.49,10.23,16.96,0.02,0.32,0
9949,22.37,33.05,8.42,8.98,17.41,3.08,1.49,9.78,16.06,0.01,0.36,0
9950,32.43,40.51,10.69,13.46,24.14,2.19,1.68,10.61,18.72,0.02,0.26,0
9951,28.91,36.33,9.95,15.53,25.49,2.1,1.75,10.2,25.25,0.02,0.16,0
9952,27.22,33.02,7.78,8.08,15.86,3.26,1.69,10.07,25.24,0.01,0.09,0
9953,25.04,32.78,7.23,8.1,15.33,3.01,1.72,10.29,29.28,0.01,0.09,0
9954,33.09,37.68,7.63,9.07,16.69,3.16,1.71,9.8,22.04,0.02,0.18,0
9955,31.11,34.26,7.03,6.01,13.04,3.59,1.71,9.57,39.08,0.01,0.12,0
9956,38.4,46.39,6.86,7.5,14.36,2.98,1.74,9.76,37.54,0.01,0.17,0
9957,39.31,53.54,7.23,7.16,14.39,3.1,1.75,10.27,34.91,0.01,0.17,0
9958,29.37,39.73,6.91,7.82,14.73,3.09,1.76,10.43,46.46,0.01,0.15,0
9959,29.47,37.82,6.64,4.88,11.5,3.72,1.64,9.85,40.39,0.01,0.08,0
9960,20.54,25.22,6.4,2.78,9.15,4.37,1.57,10.12,41.74,0.02,0.08,0
9961,14.83,17.47,6.42,3.07,9.19,4.47,1.54,9.42,46.68,0.01,0.06,0
9962,37.4,42.97,6.81,6.55,13.35,3.29,1.71,10.09,37.95,0.01,0.16,0
9963,33.08,40.8,7.38,12.03,19.42,2.95,1.77,10.22,29.95,0.01,0.12,0
9964,36.99,45.64,8.18,23.55,31.73,0.46,1.78,10.68,33.03,0.01,0.13,0
9965,27.83,35.86,7.72,14.49,22.22,0.94,1.74,10.65,34.71,0.01,0.09,0
9966,11.52,14.79,6.63,7.54,14.17,2.76,1.65,10.06,30.15,0.02,0.05,0
9967,23.68,34.51,11.55,30.1,39,2.92,2.17,10.95,30.66,0.02,0.15,0
9968,30.55,36.22,13.08,40.93,52.89,0.66,2.13,11.23,20.31,0.01,0.05,0
9969,28.58,44.21,11.63,33.12,44.76,1.87,2.15,11.31,28.91,0,0,0
9970,19.33,26.65,11.15,19.61,30.19,5.77,1.99,10.95,24.69,0,0,0
9971,23.09,26.71,9.43,15.74,25.17,5.65,1.91,10.41,26.69,0,0,0
9972,24.05,27.29,9.42,18.1,27.51,5.24,2,10.9,29.78,0,0,0
9973,15.22,19.27,7.73,11.09,18.82,5.68,1.85,11.23,34.36,0,0,0
9974,26.5,30.81,7.05,10.77,17.82,5.63,1.8,10.2,31.48,0,0,0
9975,20.96,23.61,11.79,10.32,22.11,9.45,1.74,9.78,20,0,0,0
9976,13.91,21.06,7.58,9.24,16.78,6.74,1.7,9.48,21.79,0,0,0
9977,17.97,19.39,7.24,5.85,12.71,7.76,1.73,10.61,25.7,0,0,0
9978,26.81,34.61,7.44,6.07,12.53,8.07,1.7,11.78,26.31,0,0,0
9979,9.46,12.44,6.4,5.43,11.51,7.36,1.61,10.17,22.77,0,0,0
9980,17.27,19.03,9.82,14.64,24.46,6.46,1.75,10.14,18.75,0,0,0
9981,25.98,27.64,11.07,15,26.06,7.26,1.88,10.53,24.85,0,0,0
9982,18.79,22.86,10.27,13.75,23.83,6.82,1.9,10.06,21.08,0,0,0
9983,7.62,15.8,8.84,13.31,22.15,6.39,1.9,10.73,24.09,0,0,0
9984,11.63,19.73,8.69,10.5,18.62,7.39,1.28,10.27,26.59,0,0,0
9985,21.96,32.03,11.49,19.43,30.92,6.06,0.61,11.11,23.59,0,0,0
9986,41.93,48.23,12.98,26.71,39.69,4.94,0.91,11.89,26.22,0,0,0
9987,23.94,26.71,8.77,18.38,27.14,4.67,0.8,10.78,32.72,0,0,0
9988,31.97,45.71,9.78,26.66,36.14,4.37,0.88,12,39.01,0,0,0
9989,48.43,62.59,10.02,31.98,41.99,2.93,0.73,11.04,44.09,0,0,0
9990,44.09,56.54,11.03,21.36,31.42,3.88,0.27,9.79,41.21,0,0,0
9991,42.52,55.08,10.01,22.85,32.86,3.56,0.3,10.34,38.86,0,0,0
9992,29.68,44.27,8.53,20.4,28.93,3.57,0.31,10.35,44.38,0,0,0
9993,33.6,39.11,9.49,17.88,27.37,3.8,0.33,9.84,46.4,0,0,0
9994,23.15,25.42,8.75,14.92,23.68,4.07,0.28,9.79,44.49,0,0,0
9995,37.65,50.65,11.44,29.58,41.05,3.36,0.53,10.52,37.11,0,0,0
9996,52.48,61.45,12.21,31.26,43.46,3.19,0.58,12.9,47.02,0,0,0
9997,37.83,47.3,10.56,26.77,37.34,3.39,0.45,14.87,44.47,0,0,0
9998,43.18,49.36,11.09,28.47,39.56,3.44,0.47,12.56,37.82,0,0,0
9999,36.48,43.78,11.36,23.84,35.21,4.77,0.42,12.44,31.05,0,0,0
10000,37.91,42.54,9.71,23.99,33.7,4.47,0.43,12.93,33.48,0,0,0
10001,30.69,32.7,7.56,16.58,24.14,5.06,0.45,12.08,44,0,0,0
10002,26.19,32.17,9.6,23.71,33.32,2.87,0.56,11.94,39.94,0,0,0
10003,28.62,39.01,15.43,31.32,41.45,7.53,0.52,12.8,20.34,0,0,0
10004,40.62,55.44,14.86,31.43,46.29,4.69,0.64,15.93,24.99,0,0,0
10005,27.97,33.76,13.84,22.97,34.21,5.37,0.65,15.2,24.34,0,0,0
10006,40.82,60.26,11.08,28.22,39.31,3.79,1.01,13.21,29.18,0,0,0
10007,37.61,47.12,11.4,30.24,41.64,3.3,0.86,14.02,32.71,0,0,0
10008,40.82,47.48,8.24,25.42,33.66,3.13,0.72,11.67,39.49,0,0,0
10009,45.61,59.47,7.96,25.28,33.24,3.56,0.73,13.1,45.32,0,0,0
10010,44.08,56.18,10.09,29.24,39.33,3.39,0.78,13.34,34.43,0,0,0
10011,35.34,45.8,8.78,23.67,32.45,3.29,0.72,12.21,35.72,0,0,0
10012,37.45,56.98,12.63,27.06,39.68,4.64,0.76,12.43,23.12,0,0,0
10013,28.59,39.6,11.67,24.31,35.99,5.2,0.74,13.05,21.37,0.01,0.05,0
10014,24.58,28.98,14.52,27.19,41.71,5.92,0.69,13.02,15.06,0.01,0.09,0
10015,14.62,25.64,8.12,13.32,21.45,6.32,0.5,11.06,20.39,0.02,0.04,0
10016,16.63,25.53,9.69,16.82,26.51,6.4,0.55,11.74,18.88,0.01,0.01,0
10017,21.13,34.41,11.93,25.12,37.04,5.15,0.72,11.67,19.13,0.01,0.01,0
10018,36.7,57.77,9.72,23.8,33.51,4,0.64,12.83,31.07,0.01,0.01,0
10019,50.37,69.92,9.67,32.17,41.84,2.81,0.64,12.84,44.62,0.01,0,0
10020,63.1,73.83,9.19,29.72,38.91,1.72,0.64,12.75,45.09,0.01,0.02,0
10021,47.21,53.76,8.18,28.01,36.2,2.56,0.64,11.9,50.73,0.01,0.01,0
10022,22.85,26.88,6.91,16.03,22.94,4.26,0.55,10.93,38.65,0.02,0.02,0
10023,30.38,40.05,9.54,27.02,36.55,3.59,0.63,12.43,38.32,0.02,0.01,0
10024,33.68,55.88,9.33,28.68,38,2.96,0.58,13.49,39.94,0.01,0.01,0
10025,36.58,56.89,20.65,22.38,23.2,4.85,0.75,12.16,38.75,0.01,0,0
10026,36.78,46.35,37.56,0.09,0.05,,0.76,1.92,46.97,0.01,0,0
10027,30.23,41.54,45.71,,0,,0.78,2.72,38.29,0.01,0,0
10028,23.77,26,55.71,,0,,0.87,1.05,19.71,0.02,0,0
10029,20.89,24.61,59.29,,0,,0.73,0.48,30.83,0.02,0,0
10030,33.1,44.79,60.04,,0,,0.88,1.66,32.28,0.02,0,0
10031,41.65,48.33,74.01,,0,,0.98,1.84,21.65,0.01,0,0
10032,54.83,64.85,87.9,,0,,1.19,1.72,23.44,0.01,0,0
10033,40.64,47.08,70.12,67.46,20.18,8.48,1.22,2.22,17.93,0.02,0.01,0
10034,47.34,57.42,2.1,61.67,56.78,3.95,1.25,0.98,27.54,0.01,0,0
10035,61.83,64.64,1.82,28.01,29.82,0.86,1.1,1.8,33.82,0.01,0,0
10036,48.62,49.33,1.93,43.86,45.81,,0.94,2.71,42.09,0.01,0,0
10037,52.93,61.52,1.83,41.45,43.02,2.22,0.93,1.65,45.61,0.01,0,0
10038,45.62,51.92,1.8,43.21,45.02,,0.9,2.5,44.86,0.02,0,0
10039,25.47,29.67,1.85,38.57,40.44,1.03,0.95,0.69,26.17,0.02,0,0
10040,44.69,55.01,1.32,32.72,34.07,3.12,0.69,1.7,28.94,0.01,0,0
10041,50.32,59.46,0.77,17.86,18.6,3.92,0.31,2.34,37.31,0.02,0,0
10042,29.87,37.2,0.68,16.25,15.8,7.94,0.05,2.57,44.05,0.01,0,0
10043,37.97,41.65,0.68,17.98,18.78,5.76,0.08,2.02,47.98,0,0,0
10044,46.3,59.72,0.65,22.7,23.62,7.98,0.21,3.05,46.41,0.01,0,0
10045,45.86,55.02,0.72,25.69,24.4,7.2,0.25,1.23,41.59,0.02,0,0
10046,35.43,43.42,0.68,10.99,10.73,6.48,0.24,1.7,32.52,0.01,0,0
10047,35.5,47.63,0.75,11.44,12.45,7.36,0.23,1.35,22.6,0.01,0,0
10048,30.71,43.01,1.03,57.52,59.02,10.82,0.3,6.8,18.95,0.01,0,0
10049,35.75,46.27,1.53,54.12,55.69,1.1,0.35,5.44,25.08,0.02,0,0
10050,37.35,42.38,1.11,32.55,33.68,3.32,0.27,5.87,25.41,0.01,0,0
10051,33.6,45.27,0.68,2.76,3.8,8.31,0.2,8.38,31.52,0.01,0,0
10052,26.73,38.02,47.78,5.88,0.89,13.99,0.15,8,31.11,0.01,0,0
10053,34.26,58.5,56.71,13.85,0.38,16.79,0.17,7.74,38.13,0.01,0,0
10054,45.82,57.87,11.78,,0,,0.3,9.01,46.19,0.01,0,0
10055,44.68,59.03,5.22,58.36,30.51,,0.24,8.8,47.16,0.01,0,0
10056,36.16,48.06,0.19,52.78,52.98,,0.22,8.22,39.7,0.01,0,0
10057,46.28,54.42,0.24,56.59,56.83,,0.28,7.02,41.11,0.01,0,0
10058,56.33,62.29,0.35,76.87,77.21,,0.28,6.82,45.14,0.02,0,0
10059,56.49,59.76,0.27,67.22,67.49,,0.25,7.84,55.24,0.02,0,0
10060,45.78,47.38,0.2,60.29,60.49,,0.16,7.98,64.71,0.01,0,0
10061,32.48,35.77,0.21,61.69,61.91,,0.1,7.79,54.34,0.01,0,0
10062,31.88,36.05,0.29,67.32,67.64,,0.16,6.72,43.32,0.01,0,0
10063,30.91,37.46,0.24,58.28,58.54,,0.16,8.74,31.39,0,0,0
10064,21.93,24,0.25,58.35,58.59,,0.11,6.41,33.78,0,0,0
10065,24.39,32.93,0.67,45.88,46.56,6.23,0.17,10.93,42.57,0,0,0
10066,31.25,44.99,0.86,16.24,17.14,9.22,0.16,9.15,56.58,0,0,0
10067,35.25,46.52,0.84,16.01,16.97,9.23,0.23,9.87,43.74,0.01,0,0
10068,42.81,50.62,0.86,17.48,18.45,4.73,0.3,10.25,25.75,0,0,0
10069,55.44,66.16,1.48,23.03,24.02,6.72,0.44,9.05,33.75,0.02,0.01,0
10070,26.3,48.92,1.05,30.95,32.02,,0.53,12.5,49.37,0.02,0,0
10071,26.64,50.08,1.18,35.97,37.15,,0.4,11.11,54.09,0.01,0,0
10072,31.1,60.39,1.48,46.36,47.84,,0.45,10.25,52.9,0.01,0,0
10073,58.52,106,1.62,51.57,53.2,,0.35,7.71,57.03,0.01,0,0
10074,45.36,59.48,1.43,41.31,42.75,9.75,0.15,7.19,45.04,0.01,0,0
10075,46.67,62.62,1.06,32.5,33.56,,0.28,9.08,34.4,0.01,0,0
10076,43.84,56.9,0.48,20.93,21.42,2.29,0.42,9.03,36.77,0.01,0,0
10077,36.23,46.99,0.34,14.64,14.59,3.45,0.33,7.93,43.26,0.01,0,0
10078,33.16,38.77,0.25,9.66,10.01,3.34,0.28,7.23,49.97,0,0,0
10079,37.73,50.33,0.52,43.14,43.85,2.77,0.38,11.09,46.42,0,0,0
10080,37.27,50.48,1.55,62.1,63.67,,0.49,10.37,39.16,0,0,0
10081,43.04,70.79,2.18,83.07,85.26,,0.32,8.77,44,0,0,0
10082,42.24,56.3,1.84,66.14,66.74,18.73,0.27,9.6,47.42,0.01,0,0
10083,38.17,50.14,0.95,55.45,56.31,20.81,0.2,8.61,51.15,0.01,0,0
10084,35.23,45.7,0.71,46.19,46.9,,0.17,7.45,52.14,0,0,0
10085,27.46,34.34,0.55,38.61,39.14,,0.09,6.65,47.2,0,0,0
10086,36,45.45,0.4,30.57,30.97,,0.19,9.32,50.77,0,0,0
10087,32.89,48.87,1.02,21.79,21.1,1.59,0.39,11.51,48.39,0,0,0
10088,35.96,50,0.28,21.83,22.1,0.71,0.6,13.08,43.57,0,0,0
10089,46.63,58.56,0.45,32.29,32.74,,0.61,11.42,57.01,0,0,0
10090,45.39,58.1,0.63,41.53,42.17,,0.78,14.14,56.45,0.01,0,0
10091,55.39,66.71,0.63,42.62,43.26,,0.8,14.15,76.76,0.01,0,0
10092,44.6,50,0.48,35.34,35.83,,0.68,12.96,72.29,0,0,0
10093,35.46,47.76,0.37,29.08,29.43,,0.68,12.34,60.73,0,0,0
10094,40.44,53.49,0.36,27.68,28.04,,0.72,14.2,60.89,0,0,0
10095,49.23,64.04,0.38,29.87,30.25,,0.71,14.86,64.62,0,0,0
10096,47.22,54.3,0.25,17.71,17.98,0.25,0.55,12.09,45.79,0,0.01,0
10097,26.26,28.47,0.36,23.45,23.68,5.42,1.05,13.76,56.96,0,0,0
10098,33.9,41.24,0.32,28.86,29.19,,0.88,12.52,38.73,0,0,0
10099,41.89,44.26,0.32,31.26,31.57,,0.92,9.61,57.68,0,0,0
10100,49.67,63.92,0.32,30.89,31.23,,0.96,11.06,60.08,0,0,0
10101,43.19,80.52,0.46,37.31,37.76,,1.02,8.85,59.67,0.01,0,0
10102,40.65,57.11,0.36,29.17,29.51,,0.95,9.13,47.99,0.01,0,0
10103,39.84,54.32,0.36,31.01,31.37,,0.83,10.79,63.33,0,0,0
10104,35.97,50,0.23,22.27,22.5,,0.78,8.86,55.96,0,0,0
10105,42.85,52.95,0.4,30.83,31.24,,0.93,8.87,57.21,0,0,0
10106,34.54,43.1,0.41,32.06,32.49,,0.8,7.61,57.79,0,0,0
10107,37.11,50.99,0.5,38.17,38.67,,0.83,8.34,62.12,0,0,0
10108,45.57,56.23,0.49,37.37,37.85,,0.81,9.23,68.48,0,0,0
10109,44.77,56.86,0.59,40.93,41.51,,0.75,8.37,49.42,0,0,0
10110,45.66,56.92,0.56,38.98,39.43,,0.72,6.62,31.66,0,0,0
10111,32.42,54.31,0.59,41.26,41.84,,0.58,8.32,47.66,0,0,0
10112,42.56,55.96,0.68,42.92,43.59,,0.55,8.88,33.67,0,0,0
10113,30.07,38.68,0.59,41.11,41.7,,0.54,7.58,37.6,0,0,0
10114,31.77,47.87,0.51,37.25,37.77,,0.66,8.59,40.81,0,0,0
10115,28.76,46.77,0.49,36.5,37.01,,0.75,7.95,42.77,0.01,0,0
10116,32.77,61.23,0.59,39.9,40.48,,0.76,7.56,41.89,0,0,0
10117,36.04,60.17,0.6,40.44,41.05,,0.8,7.76,39.75,0,0,0
10118,36.07,61.08,0.62,39.17,39.78,9.19,0.78,9.38,33.48,0,0,0
10119,32.11,54.18,0.87,56.73,57.55,,0.69,8.89,40.81,0,0,0
10120,37.96,52.08,0.74,53.17,53.91,,0.65,10.87,48.92,0,0,0
10121,35.78,72.29,0.64,48.19,48.32,9.38,0.73,9.96,36.31,0,0,0
10122,29.92,46.25,0.36,37.54,37.92,3.27,0.57,8.92,33.96,0,0,0
10123,29.96,44.05,0.57,45.23,45.8,,0.73,9.27,40.21,0,0,0
10124,40.64,49.77,1.1,72.38,73.47,,0.88,7.76,33.14,0,0,0
10125,44.99,60.23,0.86,61.93,62.8,,0.8,6.98,36.49,0,0,0
10126,36.12,44.99,0.83,58.79,44.67,,0.67,6.81,28.44,0,0,0
10127,,,,,,,,,,,,0
10128,,1.96,1.95,33.16,13.59,7.08,0.74,8.86,26.95,0,0,0
10129,25.82,25.23,0.58,52.79,53.35,,0.85,7.74,33.07,0,0,0
10130,29.09,28.11,0.61,59.11,59.72,,0.59,7.04,37.5,0,0.03,0
10131,26.33,28.06,0.51,54.02,54.54,,0.55,7.29,39.22,0,0.04,0
10132,24.12,25.62,0.54,55.86,56.39,,0.57,7.14,41.01,0,0.01,0
10133,27.1,29.45,0.62,61.47,62.1,,0.57,7.72,39.8,0,0.05,0
10134,28.45,28.82,0.74,66.26,67.01,,0.6,6.8,37.09,0,0.03,0
10135,28.19,29.07,0.72,65.41,66.12,,0.61,7.13,38.04,0,0.04,0
10136,26.9,27.51,0.77,67.39,68.16,,0.58,8.82,46.45,0,0.02,0
10137,37.21,34.1,0.57,56,56.56,,0.62,8.73,49.48,0,0.05,0
10138,35.09,35.29,0.75,67.45,68.19,,0.6,6.6,44.2,0,0.05,0
10139,33.42,32.97,0.76,66.64,67.41,,0.56,6.28,42.55,0,0.03,0
10140,24.51,25.39,0.76,66.27,67.02,,0.56,6.1,42.14,0,0.02,0
10141,22.71,25.19,0.75,64.4,65.14,,0.56,6.06,31.9,0,0.02,0
10142,22.36,24.17,0.7,60.94,61.63,,0.57,6.39,41.17,0,0.08,0
10143,14.86,15.9,0.71,62.23,62.95,,0.51,5.92,21.17,0,0.05,0
10144,21.61,23.03,0.66,60.16,60.82,,0.58,6.16,23.1,0,0.07,0
10145,21.19,22.03,0.75,63.41,64.17,2.44,0.52,6.28,21.62,0,0.07,0
10146,12.11,13.34,0.79,62.76,63.52,1.73,0.53,5.77,33.17,0,0.04,0
10147,17,19.08,0.79,64.78,65.58,,0.57,6.45,22.09,0,0.04,0
10148,30.21,91.09,0.95,72.56,73.48,,0.62,6.13,22.99,0,0.06,0
10149,33.51,36.69,1.07,77.9,78.96,,0.65,6.33,23.33,0,0.06,0
10150,33.14,33.95,1.07,77.92,79.01,,0.63,6.49,23.65,0,0.07,0
10151,21.66,22.93,0.99,73.69,74.69,,0.6,6.09,19.72,0,0.06,0
10152,24.33,26.13,1.01,75.48,76.48,,0.64,6.07,20.31,0,0.05,0
10153,28.44,30.88,1.04,76.13,77.18,,0.64,6,20.91,0,0.03,0
10154,26.69,28.72,1,73.74,74.75,,0.66,6.12,19.43,0,0.03,0
10155,23.63,24.78,1.06,77.42,78.46,,0.67,6.73,19.79,0,0.02,0
10156,18.61,20.53,0.93,69.98,70.93,,0.68,6.83,16.86,0,0.02,0
10157,18.04,20.53,1.04,74.56,75.59,,0.69,6.98,17.59,0,0.01,0
10158,21.95,25.42,0.96,71.08,72.05,,0.7,7.23,19.37,0,0.01,0
10159,18.13,21.56,0.85,67.03,67.88,,0.73,7.11,22.63,0,0,0
10160,24.89,27.94,0.93,70.55,71.47,,0.76,6.35,19.03,0,0,0
10161,23.39,27.13,0.72,48.04,48.74,1.6,0.75,6.45,23.64,0,0,0
10162,24.05,30.31,0.93,41.16,42.12,5.82,0.84,6.42,23.09,0,0.01,0
10163,21.5,25.17,0.68,26.92,27.59,,0.85,6.28,23.81,0,0,0
10164,,,,,,,,,,,,0
10165,2.13,,1.7,48.85,49.96,17.77,1.55,6.59,27.35,0,0.01,0
10166,20.26,21.26,0.71,32.06,32.76,,1.53,5.95,18.06,0,0.03,0
10167,19.22,22.01,0.82,39.38,40.19,,1.48,6.41,19.23,0,0,0
10168,25.32,28.63,0.79,36.82,37.62,1.82,1.46,6.32,17.1,0,0,0
10169,25.28,26.13,0.9,41.92,42.81,,1.49,6.38,20.16,0,0.02,0
10170,29.15,32.01,0.92,42.91,43.83,,1.53,6.1,20.58,0,0.01,0
10171,30.56,33.81,0.95,44.39,45.32,,1.48,6.07,22.73,0,0.02,0
10172,23.97,26.28,0.73,33.82,34.51,,1.42,6.12,27.27,0,0.01,0
10173,23.76,29.44,0.85,38.93,39.77,,1.4,6.24,22.64,0,0.03,0
10174,26.23,30.39,0.99,44.79,45.75,,1.42,6.48,18.95,0,0.04,0
10175,28.38,34.57,0.95,32.78,37.66,8.52,0.95,6.32,21.9,0,0.05,0
10176,23.91,28.45,,7.14,5.95,11.92,0.08,6.21,16.71,0,0.04,0
10177,32.22,40.32,,,,18.67,0.07,5.78,14.26,0,0.02,0
10178,,,,,,,,,,,,0
